T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target,Cluster
-59,-79,-61,-67,-50,-61,-57,-63,-60,-67,-70,-65,-64,-44,-49,-75,-63,-61,B43,120
-71,-62,-68,-85,-71,-79,-83,-81,-82,-61,-67,-69,-83,-71,-74,-82,-86,-82,B1,129
-71,-67,-60,-57,-58,-56,-70,-64,-73,-65,-63,-69,-49,-80,-69,-64,-71,-81,A37,123
-61,-58,-59,-49,-69,-54,-62,-85,-64,-50,-61,-50,-57,-63,-70,-67,-63,-77,A32,39
-82,-70,-66,-64,-64,-77,-82,-67,-61,-81,-82,-78,-85,-60,-70,-63,-67,-67,B54,121
-64,-67,-53,-57,-61,-60,-62,-57,-62,-61,-66,-67,-53,-49,-58,-60,-63,-54,B36,49
-61,-60,-56,-55,-49,-62,-73,-63,-66,-68,-63,-61,-57,-60,-64,-65,-66,-68,B29,65
-68,-61,-78,-76,-74,-75,-72,-81,-95,-73,-80,-76,-62,-69,-81,-95,-78,-79,B33,130
-63,-65,-58,-58,-49,-56,-60,-63,-68,-61,-56,-65,-48,-58,-61,-56,-66,-68,A39,-1
-56,-61,-64,-71,-69,-67,-76,-81,-72,-56,-56,-57,-61,-74,-67,-71,-80,-76,A14,50
-63,-70,-64,-71,-78,-68,-95,-81,-77,-63,-68,-70,-81,-95,-74,-85,-81,-95,B5,37
-64,-65,-67,-78,-79,-78,-79,-87,-77,-62,-67,-60,-67,-69,-86,-76,-76,-75,A2,105
-79,-72,-61,-67,-70,-58,-67,-71,-81,-62,-67,-72,-68,-71,-67,-62,-64,-67,A34,131
-48,-52,-64,-54,-60,-59,-63,-65,-54,-43,-56,-62,-68,-56,-67,-59,-77,-66,B7,132
-55,-47,-55,-65,-66,-65,-64,-72,-65,-45,-54,-61,-58,-64,-62,-74,-66,-67,A20,133
-53,-58,-67,-72,-68,-68,-74,-81,-73,-55,-59,-57,-62,-74,-66,-73,-79,-79,A14,50
-56,-50,-57,-50,-59,-60,-62,-68,-58,-61,-49,-58,-58,-56,-59,-58,-59,-66,B15,100
-65,-57,-67,-70,-57,-51,-55,-70,-72,-63,-60,-65,-62,-57,-54,-58,-60,-70,A52,112
-70,-65,-63,-68,-82,-74,-85,-81,-82,-75,-72,-65,-69,-69,-76,-83,-81,-83,B21,12
-51,-57,-64,-65,-64,-78,-66,-68,-72,-59,-54,-68,-56,-67,-66,-95,-67,-68,A8,97
-73,-68,-79,-70,-67,-77,-59,-64,-63,-86,-81,-78,-70,-61,-66,-62,-67,-63,B58,134
-68,-70,-63,-64,-79,-85,-82,-81,-83,-73,-63,-68,-70,-78,-81,-79,-85,-95,B21,68
-84,-65,-67,-61,-61,-52,-66,-67,-69,-61,-73,-62,-57,-68,-55,-61,-67,-70,A42,91
-75,-74,-66,-65,-63,-80,-85,-67,-62,-84,-78,-79,-81,-61,-68,-64,-68,-70,B54,121
-46,-61,-65,-70,-72,-71,-78,-81,-78,-58,-60,-61,-67,-69,-71,-70,-78,-73,A7,41
-64,-57,-70,-64,-76,-69,-80,-81,-78,-55,-47,-61,-62,-82,-69,-67,-79,-80,A18,135
-67,-59,-59,-61,-52,-39,-60,-74,-50,-68,-71,-68,-59,-47,-58,-54,-67,-58,B39,64
-52,-59,-49,-53,-71,-58,-66,-71,-66,-57,-56,-54,-61,-65,-65,-60,-85,-69,B12,136
-71,-62,-68,-85,-71,-79,-82,-82,-83,-60,-68,-69,-85,-70,-81,-82,-86,-82,B1,129
-68,-64,-57,-56,-60,-59,-67,-64,-74,-58,-53,-57,-57,-61,-61,-60,-64,-66,B20,80
-62,-56,-45,-65,-71,-58,-74,-67,-69,-56,-52,-45,-57,-74,-65,-69,-73,-69,A27,137
-49,-56,-57,-69,-70,-82,-70,-80,-84,-58,-57,-63,-85,-75,-70,-67,-82,-95,B4,55
-65,-56,-76,-73,-82,-71,-82,-78,-84,-68,-64,-82,-72,-82,-77,-74,-71,-77,B9,15
-42,-58,-74,-69,-84,-72,-73,-85,-80,-59,-67,-66,-65,-84,-81,-72,-85,-77,A6,138
-71,-68,-60,-57,-58,-56,-70,-64,-72,-65,-63,-68,-49,-80,-68,-64,-71,-82,A37,123
-68,-84,-71,-63,-62,-63,-62,-77,-61,-95,-82,-73,-68,-66,-43,-57,-74,-68,B50,16
-68,-60,-59,-61,-51,-39,-60,-73,-50,-68,-71,-68,-59,-47,-57,-54,-67,-59,B39,64
-68,-77,-75,-71,-65,-59,-67,-63,-61,-68,-66,-71,-61,-71,-60,-59,-52,-59,B17,109
-51,-57,-61,-70,-70,-64,-75,-95,-72,-43,-65,-61,-55,-78,-65,-80,-64,-68,A11,78
-64,-61,-70,-58,-73,-50,-58,-53,-57,-70,-62,-60,-62,-57,-70,-50,-48,-65,A68,139
-65,-55,-59,-50,-56,-55,-58,-60,-56,-65,-65,-59,-47,-57,-71,-60,-73,-71,B31,17
-53,-63,-52,-64,-60,-70,-59,-65,-61,-62,-53,-71,-55,-65,-68,-59,-62,-61,B16,79
-63,-57,-68,-68,-58,-45,-54,-61,-62,-70,-70,-71,-61,-48,-63,-52,-61,-55,B44,118
-80,-67,-63,-67,-70,-58,-82,-73,-74,-77,-78,-79,-78,-59,-55,-73,-74,-71,B46,98
-70,-61,-70,-80,-70,-80,-81,-84,-95,-61,-68,-69,-79,-72,-75,-83,-95,-95,B1,217
-79,-75,-71,-76,-65,-63,-67,-52,-55,-75,-72,-74,-73,-61,-64,-63,-54,-63,B61,1
-80,-75,-72,-77,-66,-65,-67,-53,-55,-75,-76,-74,-82,-58,-64,-61,-53,-68,B61,1
-63,-70,-63,-59,-54,-68,-51,-51,-52,-74,-68,-64,-62,-62,-52,-61,-68,-62,B51,47
-74,-68,-72,-76,-65,-60,-70,-62,-49,-76,-76,-71,-69,-72,-61,-57,-52,-55,A80,119
-67,-62,-72,-71,-66,-53,-47,-61,-73,-57,-61,-61,-53,-53,-45,-58,-61,-58,A55,89
-55,-45,-62,-55,-56,-54,-69,-64,-63,-50,-56,-59,-62,-61,-61,-62,-61,-64,B11,90
-73,-68,-76,-71,-66,-76,-59,-65,-62,-86,-84,-80,-70,-61,-67,-60,-66,-63,B58,134
-59,-65,-65,-72,-75,-65,-73,-79,-85,-50,-55,-60,-62,-67,-66,-73,-73,-73,A4,62
-62,-58,-51,-45,-70,-76,-81,-68,-66,-60,-50,-49,-53,-59,-57,-67,-65,-69,A31,73
-76,-80,-73,-69,-68,-68,-68,-64,-60,-76,-76,-75,-83,-64,-61,-55,-62,-63,A66,26
-67,-64,-69,-63,-64,-56,-56,-47,-52,-63,-66,-65,-60,-57,-58,-73,-56,-50,B64,10
-71,-68,-60,-57,-58,-56,-71,-65,-72,-65,-62,-68,-49,-79,-69,-64,-71,-81,A37,123
-73,-69,-76,-68,-70,-56,-63,-64,-63,-77,-68,-68,-65,-58,-50,-55,-58,-60,A57,96
-49,-56,-57,-70,-70,-84,-70,-81,-82,-58,-57,-63,-86,-74,-70,-67,-81,-95,B4,55
-59,-64,-66,-72,-75,-65,-73,-80,-85,-50,-55,-60,-62,-68,-67,-72,-74,-73,A4,62
-59,-53,-61,-66,-77,-73,-74,-77,-83,-62,-56,-65,-70,-76,-76,-79,-95,-81,B18,25
-67,-62,-65,-60,-57,-70,-66,-77,-72,-70,-72,-74,-54,-67,-68,-76,-76,-95,B34,77
-69,-69,-66,-71,-56,-51,-63,-69,-72,-66,-66,-63,-54,-56,-55,-68,-61,-65,A41,6
-48,-56,-57,-69,-70,-81,-70,-82,-83,-58,-57,-62,-80,-74,-70,-66,-82,-95,B4,55
-65,-69,-63,-67,-67,-67,-62,-85,-66,-77,-70,-65,-57,-51,-50,-55,-61,-57,A49,124
-60,-57,-61,-49,-70,-54,-63,-82,-64,-51,-59,-50,-57,-62,-72,-67,-64,-76,A32,39
-63,-70,-64,-68,-61,-57,-62,-54,-66,-71,-68,-65,-72,-65,-49,-45,-53,-50,A72,103
-70,-71,-64,-66,-62,-69,-62,-61,-50,-86,-63,-71,-75,-59,-69,-59,-52,-45,B75,122
-69,-65,-68,-74,-59,-56,-56,-51,-49,-76,-65,-79,-75,-78,-60,-64,-50,-46,B72,140
-65,-69,-64,-66,-65,-54,-61,-51,-45,-76,-63,-64,-66,-61,-58,-54,-49,-51,A71,44
-83,-69,-70,-74,-66,-60,-70,-64,-49,-77,-78,-71,-68,-69,-61,-57,-53,-54,A80,119
-80,-81,-72,-69,-73,-84,-72,-66,-40,-83,-85,-79,-71,-82,-64,-58,-54,-58,A70,13
-69,-74,-75,-71,-63,-80,-58,-58,-61,-78,-75,-68,-72,-67,-76,-56,-65,-66,B58,67
-58,-60,-60,-60,-61,-53,-69,-63,-68,-78,-55,-62,-47,-61,-58,-58,-68,-74,A39,141
-65,-74,-64,-55,-60,-55,-70,-82,-72,-57,-64,-54,-61,-66,-61,-71,-73,-79,A33,9
-64,-70,-64,-68,-61,-57,-61,-54,-65,-71,-68,-64,-73,-64,-50,-45,-52,-50,A72,103
-57,-45,-59,-53,-61,-61,-67,-81,-64,-52,-57,-54,-65,-58,-68,-61,-64,-67,B8,48
-80,-84,-65,-76,-69,-71,-56,-56,-53,-83,-78,-82,-67,-65,-66,-71,-60,-53,B66,142
-75,-70,-62,-58,-56,-54,-69,-69,-75,-63,-60,-61,-55,-64,-63,-64,-71,-76,A33,107
-51,-41,-62,-68,-71,-76,-78,-76,-69,-50,-45,-60,-62,-62,-80,-61,-71,-72,A15,51
-59,-56,-66,-72,-65,-72,-67,-78,-68,-51,-60,-67,-79,-80,-69,-71,-72,-74,B3,116
-62,-77,-62,-59,-69,-56,-66,-71,-74,-63,-57,-57,-57,-77,-64,-62,-68,-76,A29,143
-76,-67,-69,-71,-69,-70,-57,-57,-59,-76,-86,-72,-68,-59,-66,-66,-55,-54,B69,144
-64,-69,-64,-67,-66,-53,-61,-52,-45,-77,-64,-63,-68,-61,-58,-54,-48,-50,A71,44
-76,-67,-77,-67,-68,-62,-75,-64,-49,-75,-75,-77,-65,-69,-73,-56,-66,-52,A73,83
-66,-61,-51,-66,-62,-81,-82,-76,-68,-68,-56,-61,-61,-71,-63,-64,-69,-78,A26,145
-66,-68,-61,-64,-66,-63,-53,-62,-57,-67,-70,-64,-68,-57,-55,-49,-63,-61,B52,125
-63,-70,-64,-60,-64,-60,-65,-64,-77,-69,-68,-62,-64,-61,-50,-57,-55,-77,A46,34
-59,-64,-65,-72,-75,-65,-73,-78,-84,-50,-55,-60,-62,-67,-68,-72,-74,-73,A4,62
-56,-65,-67,-77,-68,-64,-73,-76,-75,-56,-54,-56,-67,-72,-65,-66,-75,-72,A1,11
-79,-63,-61,-61,-61,-52,-66,-66,-68,-63,-67,-63,-56,-67,-55,-61,-68,-71,A42,91
-72,-80,-95,-71,-80,-72,-61,-55,-61,-71,-71,-80,-66,-76,-66,-60,-56,-64,A62,42
-75,-74,-71,-76,-65,-63,-66,-52,-55,-74,-72,-77,-74,-61,-64,-63,-53,-63,B61,1
-77,-81,-74,-69,-68,-68,-68,-64,-60,-76,-75,-74,-84,-64,-61,-55,-65,-63,A66,26
-68,-68,-60,-64,-70,-63,-53,-63,-58,-67,-70,-62,-68,-57,-54,-48,-65,-61,B52,125
-73,-71,-83,-73,-69,-72,-71,-60,-56,-81,-83,-80,-79,-69,-73,-63,-54,-44,A78,146
-77,-80,-73,-69,-68,-69,-68,-64,-59,-76,-75,-74,-85,-64,-61,-56,-65,-63,A66,26
-72,-71,-62,-63,-66,-54,-52,-62,-64,-65,-62,-67,-61,-58,-56,-50,-55,-63,A60,147
-56,-46,-59,-68,-67,-58,-72,-66,-66,-48,-59,-51,-60,-65,-67,-69,-64,-67,A16,148
-72,-79,-95,-71,-81,-73,-60,-55,-62,-72,-72,-79,-67,-78,-65,-60,-56,-63,A62,42
-71,-64,-69,-63,-65,-57,-56,-47,-53,-62,-66,-65,-59,-56,-60,-74,-56,-50,B64,10
-61,-53,-64,-56,-53,-59,-59,-62,-56,-61,-44,-47,-60,-57,-73,-70,-68,-66,B19,149
-65,-69,-56,-56,-62,-63,-67,-71,-75,-54,-54,-67,-54,-69,-64,-69,-65,-77,A29,150
-66,-62,-64,-59,-58,-71,-67,-74,-73,-69,-72,-73,-55,-69,-69,-75,-76,-95,B34,77
-77,-71,-73,-67,-65,-57,-73,-59,-52,-75,-67,-78,-63,-70,-61,-56,-52,-55,A65,127
-79,-85,-65,-74,-65,-70,-63,-61,-64,-77,-83,-75,-73,-63,-73,-67,-49,-64,B62,151
-62,-69,-75,-73,-74,-69,-84,-75,-79,-64,-64,-63,-72,-84,-81,-79,-70,-82,A13,108
-56,-60,-77,-45,-56,-57,-56,-66,-60,-62,-61,-48,-58,-61,-68,-66,-68,-81,B27,152
-65,-66,-59,-62,-56,-61,-68,-67,-58,-73,-64,-68,-54,-62,-57,-45,-54,-58,A76,66
-73,-75,-83,-79,-66,-71,-75,-61,-68,-80,-84,-77,-75,-83,-83,-62,-56,-48,A78,153
-57,-55,-67,-67,-67,-71,-68,-77,-70,-52,-60,-69,-78,-95,-70,-71,-73,-74,B3,116
-68,-83,-71,-62,-62,-63,-62,-74,-60,-95,-84,-73,-69,-65,-38,-57,-74,-68,B50,16
-75,-62,-64,-67,-63,-54,-59,-46,-54,-58,-66,-66,-64,-57,-65,-51,-66,-56,A64,23
-52,-63,-52,-61,-61,-72,-59,-66,-61,-62,-52,-63,-54,-65,-67,-59,-62,-61,B16,79
-66,-64,-70,-81,-78,-79,-81,-87,-78,-63,-68,-61,-67,-70,-95,-77,-77,-77,A2,105
-66,-56,-75,-72,-82,-71,-81,-77,-84,-68,-64,-84,-72,-84,-77,-74,-71,-76,B9,15
-56,-61,-64,-72,-69,-67,-75,-82,-73,-55,-56,-57,-61,-73,-67,-71,-82,-77,A14,50
-57,-38,-54,-66,-62,-61,-64,-69,-61,-51,-55,-53,-64,-66,-72,-60,-68,-71,A19,2
-66,-62,-66,-69,-67,-51,-47,-62,-64,-58,-62,-59,-52,-53,-45,-60,-63,-57,A55,89
-70,-62,-59,-65,-72,-71,-64,-47,-54,-65,-65,-66,-67,-51,-62,-65,-63,-50,B68,154
-59,-78,-60,-67,-50,-62,-56,-62,-61,-66,-69,-65,-65,-44,-49,-78,-64,-62,B43,120
-71,-66,-62,-64,-50,-62,-64,-66,-69,-74,-63,-59,-62,-57,-56,-60,-66,-76,A41,248
-61,-59,-52,-51,-50,-67,-56,-76,-65,-77,-68,-77,-47,-58,-68,-83,-63,-63,B35,117
-63,-69,-62,-60,-68,-56,-66,-72,-74,-63,-56,-57,-56,-75,-64,-62,-70,-79,A29,143
-64,-69,-59,-66,-58,-57,-56,-62,-50,-83,-64,-70,-60,-60,-69,-65,-63,-45,B76,155
-53,-61,-64,-73,-76,-73,-75,-77,-80,-51,-64,-68,-81,-70,-67,-75,-74,-79,A5,76
-42,-58,-70,-70,-79,-72,-76,-83,-83,-58,-68,-66,-66,-83,-83,-71,-85,-73,A6,138
-77,-80,-73,-69,-68,-68,-68,-64,-61,-77,-75,-75,-83,-64,-61,-55,-65,-63,A66,26
-66,-60,-65,-55,-57,-53,-76,-67,-84,-55,-69,-61,-53,-61,-64,-64,-66,-73,A33,33
-95,-52,-66,-95,-95,-68,-64,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23,40
-68,-71,-64,-83,-72,-63,-61,-66,-65,-70,-71,-73,-73,-58,-56,-62,-59,-57,A53,-1
-64,-65,-63,-60,-68,-56,-66,-72,-73,-61,-57,-56,-57,-81,-63,-62,-69,-76,A29,143
-67,-61,-63,-59,-60,-70,-68,-75,-72,-71,-73,-76,-54,-68,-68,-75,-76,-95,B34,77
-65,-65,-67,-79,-78,-78,-79,-87,-78,-62,-67,-60,-67,-70,-86,-76,-75,-75,A2,105
-63,-58,-72,-68,-58,-52,-56,-76,-70,-64,-60,-64,-64,-63,-53,-57,-59,-70,A52,112
-61,-69,-64,-69,-56,-61,-54,-54,-59,-56,-66,-72,-59,-62,-51,-46,-57,-53,A63,81
-56,-56,-58,-62,-68,-76,-70,-72,-69,-52,-59,-59,-74,-73,-72,-76,-75,-79,B14,60
-66,-64,-70,-61,-58,-61,-53,-58,-64,-82,-74,-86,-67,-61,-56,-61,-67,-65,B45,106
-72,-67,-70,-74,-69,-61,-69,-63,-58,-64,-75,-72,-68,-72,-67,-58,-76,-51,A77,156
-61,-59,-56,-55,-48,-64,-72,-63,-66,-68,-64,-61,-57,-59,-64,-65,-66,-68,B29,65
-66,-74,-64,-68,-66,-56,-66,-69,-73,-86,-68,-62,-55,-58,-50,-53,-61,-61,A53,43
-69,-62,-75,-76,-73,-76,-72,-81,-95,-73,-80,-76,-62,-69,-82,-95,-80,-79,B33,130
-68,-78,-66,-66,-71,-67,-65,-61,-50,-75,-62,-71,-76,-59,-65,-58,-52,-43,B75,122
-69,-70,-71,-68,-69,-68,-62,-56,-53,-82,-87,-75,-68,-57,-64,-76,-57,-70,B65,157
-74,-85,-72,-68,-75,-64,-64,-74,-77,-73,-78,-70,-78,-62,-55,-60,-58,-67,A50,29
-63,-70,-61,-66,-57,-57,-58,-62,-50,-83,-63,-71,-60,-58,-70,-69,-60,-46,B76,155
-57,-55,-67,-68,-66,-71,-68,-77,-69,-51,-60,-69,-79,-83,-69,-71,-72,-73,B3,116
-56,-61,-64,-71,-69,-67,-77,-82,-72,-56,-56,-57,-61,-74,-67,-72,-82,-76,A14,50
-76,-74,-70,-70,-59,-60,-60,-46,-54,-73,-66,-76,-72,-55,-62,-55,-45,-53,B67,94
-74,-72,-76,-66,-65,-63,-57,-50,-45,-82,-73,-69,-64,-64,-67,-46,-55,-66,B55,158
-62,-70,-64,-59,-53,-69,-50,-51,-51,-74,-67,-65,-62,-65,-52,-61,-68,-62,B51,47
-69,-64,-52,-72,-65,-62,-71,-79,-70,-57,-62,-67,-65,-76,-65,-65,-71,-65,A21,110
-65,-64,-65,-71,-64,-62,-58,-67,-70,-69,-65,-61,-65,-63,-51,-58,-68,-73,A45,159
-66,-76,-56,-59,-54,-61,-71,-73,-71,-69,-66,-64,-59,-65,-74,-73,-74,-75,B38,53
-55,-45,-62,-55,-56,-54,-69,-64,-63,-49,-55,-61,-61,-60,-61,-64,-61,-64,B11,90
-67,-60,-59,-61,-46,-39,-60,-75,-50,-68,-71,-68,-61,-47,-57,-53,-66,-59,B39,64
-61,-59,-63,-71,-65,-66,-76,-77,-74,-57,-53,-57,-65,-69,-76,-83,-84,-81,A17,93
-60,-61,-53,-54,-69,-61,-77,-69,-73,-69,-67,-56,-49,-67,-62,-72,-80,-67,A30,160
-48,-52,-64,-55,-59,-58,-63,-65,-54,-41,-56,-61,-68,-56,-67,-60,-80,-65,B7,132
-58,-56,-67,-69,-66,-73,-67,-78,-69,-51,-60,-68,-78,-80,-69,-70,-73,-73,B3,116
-78,-75,-61,-62,-64,-64,-55,-61,-59,-76,-74,-74,-65,-63,-53,-55,-62,-61,B49,61
-73,-65,-80,-76,-67,-64,-57,-63,-64,-76,-70,-77,-63,-65,-59,-64,-68,-63,B45,-1
-61,-59,-56,-55,-49,-62,-72,-64,-66,-67,-63,-61,-57,-62,-64,-65,-65,-68,B29,65
-62,-57,-56,-53,-48,-61,-76,-64,-67,-77,-64,-61,-56,-57,-62,-64,-65,-68,B29,65
-68,-80,-70,-63,-60,-63,-62,-72,-59,-95,-86,-73,-70,-63,-43,-57,-73,-67,B50,16
-49,-40,-60,-63,-73,-74,-77,-76,-67,-51,-45,-59,-62,-62,-84,-60,-74,-73,A15,51
-71,-61,-67,-62,-63,-79,-71,-82,-85,-70,-80,-68,-64,-70,-88,-84,-79,-77,B33,126
-61,-63,-53,-60,-67,-69,-77,-70,-66,-54,-63,-64,-68,-69,-79,-78,-77,-75,B14,7
-71,-73,-70,-68,-82,-63,-64,-69,-65,-61,-64,-62,-63,-57,-51,-54,-61,-58,A58,45
-53,-50,-42,-68,-61,-56,-68,-67,-61,-58,-59,-68,-63,-69,-71,-66,-66,-64,A23,161
-59,-65,-65,-71,-76,-65,-72,-81,-84,-50,-54,-59,-63,-68,-68,-74,-74,-72,A4,62
-48,-52,-66,-54,-59,-57,-63,-65,-54,-43,-56,-61,-68,-56,-67,-54,-81,-65,B7,132
-68,-66,-57,-60,-52,-55,-75,-67,-68,-74,-72,-69,-61,-64,-61,-75,-78,-71,B42,162
-67,-64,-70,-78,-79,-79,-83,-87,-78,-63,-68,-61,-67,-69,-95,-77,-76,-76,A2,105
-70,-77,-66,-65,-38,-54,-66,-66,-78,-63,-64,-65,-52,-60,-54,-64,-66,-70,A38,163
-58,-46,-59,-54,-61,-62,-67,-75,-65,-53,-57,-54,-65,-58,-68,-61,-64,-67,B8,48
-54,-57,-63,-63,-65,-74,-67,-70,-71,-61,-54,-76,-58,-68,-65,-95,-66,-68,A8,97
-85,-70,-61,-65,-71,-58,-66,-71,-82,-62,-67,-76,-68,-72,-67,-62,-64,-67,A34,131
-61,-54,-60,-53,-53,-60,-59,-62,-55,-60,-44,-46,-62,-55,-69,-68,-68,-66,B19,149
-60,-47,-64,-63,-67,-71,-81,-79,-75,-58,-58,-73,-66,-68,-72,-95,-73,-74,B10,164
-76,-68,-72,-68,-70,-56,-63,-64,-63,-79,-69,-68,-66,-58,-50,-55,-58,-59,A57,96
-52,-66,-73,-74,-95,-62,-79,-76,-71,-50,-54,-59,-66,-75,-79,-67,-83,-74,A3,165
-57,-48,-52,-66,-66,-62,-80,-67,-70,-48,-50,-55,-60,-64,-65,-64,-62,-66,A24,52
-42,-58,-74,-70,-84,-72,-75,-84,-77,-59,-66,-66,-65,-81,-84,-70,-81,-72,A6,138
-68,-58,-56,-64,-63,-61,-75,-95,-82,-54,-54,-56,-59,-69,-63,-71,-70,-80,A21,166
-87,-73,-74,-76,-73,-70,-65,-59,-45,-74,-95,-79,-71,-69,-63,-65,-55,-48,A74,95
-78,-73,-61,-74,-64,-70,-64,-48,-51,-80,-84,-67,-71,-55,-65,-53,-50,-57,B63,59
-49,-53,-65,-54,-59,-57,-63,-65,-56,-43,-56,-62,-68,-56,-67,-61,-81,-65,B7,132
-51,-57,-64,-64,-62,-78,-65,-68,-72,-59,-54,-68,-56,-67,-66,-95,-67,-69,A8,97
-70,-61,-66,-53,-51,-64,-78,-57,-76,-77,-66,-66,-61,-59,-73,-76,-64,-78,B37,0
-63,-70,-60,-66,-57,-57,-59,-61,-50,-83,-63,-74,-60,-58,-71,-71,-61,-45,B76,155
-59,-73,-77,-76,-68,-77,-80,-82,-76,-54,-55,-71,-63,-75,-67,-70,-81,-73,A5,-1
-56,-61,-64,-71,-68,-67,-76,-81,-72,-56,-56,-57,-61,-72,-68,-72,-83,-75,A14,50
-68,-65,-62,-61,-62,-48,-64,-66,-80,-61,-59,-76,-57,-52,-53,-55,-60,-64,A48,167
-68,-66,-70,-67,-67,-56,-62,-73,-59,-67,-74,-80,-66,-64,-66,-52,-54,-61,A69,85
-74,-73,-75,-66,-67,-64,-58,-50,-46,-81,-73,-69,-64,-63,-66,-46,-55,-66,B55,158
-61,-60,-50,-45,-61,-55,-71,-58,-62,-65,-68,-45,-59,-66,-59,-59,-62,-62,B28,69
-63,-65,-60,-67,-61,-59,-50,-61,-65,-58,-68,-62,-59,-53,-50,-45,-57,-66,A59,102
-66,-75,-59,-63,-53,-48,-67,-66,-66,-61,-76,-63,-54,-56,-58,-57,-63,-64,A39,168
-69,-70,-72,-68,-69,-68,-62,-56,-53,-83,-85,-75,-68,-57,-64,-74,-57,-69,B65,157
-71,-70,-67,-70,-70,-67,-62,-56,-47,-81,-64,-75,-78,-62,-70,-59,-52,-44,B75,122
-55,-47,-53,-52,-61,-62,-69,-70,-61,-52,-57,-57,-65,-56,-69,-60,-65,-67,B8,48
-62,-62,-74,-57,-70,-50,-58,-52,-57,-69,-64,-64,-61,-57,-71,-49,-47,-64,A68,139
-52,-42,-61,-69,-73,-73,-75,-76,-80,-50,-46,-60,-63,-61,-84,-60,-69,-71,A15,51
-72,-61,-59,-65,-65,-64,-78,-81,-82,-59,-78,-60,-64,-83,-69,-72,-95,-73,A22,3
-75,-72,-81,-73,-70,-71,-68,-61,-57,-79,-81,-78,-81,-69,-71,-62,-54,-48,A78,146
-52,-58,-49,-54,-71,-57,-66,-72,-67,-58,-55,-54,-62,-65,-65,-59,-81,-69,B12,136
-66,-64,-58,-55,-63,-53,-74,-69,-63,-58,-68,-56,-56,-75,-61,-67,-70,-63,A36,36
-70,-73,-76,-74,-62,-82,-59,-58,-61,-74,-75,-69,-71,-65,-76,-56,-66,-66,B58,67
-71,-74,-72,-80,-67,-66,-57,-54,-61,-72,-84,-82,-75,-65,-73,-62,-70,-48,B70,169
-61,-62,-57,-56,-49,-65,-55,-58,-66,-68,-62,-64,-55,-47,-61,-62,-58,-64,B40,21
-62,-70,-64,-59,-54,-68,-50,-50,-51,-74,-68,-64,-64,-64,-52,-61,-68,-61,B51,47
-52,-63,-51,-62,-61,-72,-59,-65,-61,-63,-52,-64,-54,-65,-67,-59,-62,-60,B16,79
-71,-82,-64,-66,-39,-55,-67,-67,-77,-64,-65,-65,-56,-60,-55,-64,-67,-70,A38,163
-70,-69,-73,-66,-53,-52,-78,-65,-67,-73,-65,-63,-56,-62,-49,-55,-69,-66,A43,170
-59,-53,-61,-67,-77,-73,-75,-77,-83,-61,-56,-64,-70,-77,-75,-79,-95,-79,B18,25
-75,-69,-69,-68,-55,-54,-68,-63,-70,-73,-70,-66,-53,-62,-47,-54,-69,-70,A43,170
-56,-61,-64,-71,-68,-67,-76,-81,-72,-56,-56,-57,-61,-73,-68,-72,-83,-76,A14,50
-71,-63,-59,-65,-73,-71,-64,-48,-53,-64,-65,-66,-65,-52,-62,-65,-62,-49,B68,154
-63,-65,-62,-57,-56,-52,-67,-76,-84,-68,-60,-54,-49,-71,-56,-67,-79,-63,A37,99
-64,-69,-64,-67,-66,-54,-61,-51,-44,-77,-63,-63,-67,-61,-58,-54,-48,-51,A71,44
-58,-48,-60,-53,-61,-62,-68,-75,-64,-52,-57,-54,-66,-58,-68,-61,-64,-68,B8,48
-66,-69,-77,-63,-59,-65,-56,-64,-65,-62,-66,-69,-57,-56,-69,-53,-62,-54,A54,88
-63,-57,-68,-71,-57,-46,-56,-60,-61,-70,-73,-73,-61,-48,-60,-53,-60,-55,B44,118
-80,-80,-73,-69,-76,-84,-71,-66,-39,-83,-85,-79,-72,-83,-64,-59,-54,-58,A70,13
-51,-47,-54,-65,-59,-73,-73,-62,-65,-54,-58,-54,-62,-73,-71,-67,-72,-66,A15,-1
-74,-68,-77,-72,-67,-76,-59,-65,-63,-86,-82,-79,-72,-61,-66,-61,-66,-63,B58,134
-61,-72,-64,-68,-57,-61,-54,-54,-61,-56,-66,-74,-60,-61,-51,-46,-57,-53,A63,81
-79,-74,-67,-78,-71,-69,-63,-50,-55,-81,-71,-81,-67,-64,-68,-58,-57,-54,B80,8
-56,-61,-64,-71,-69,-67,-76,-82,-73,-55,-56,-57,-61,-74,-67,-71,-82,-76,A14,50
-63,-64,-68,-82,-79,-80,-81,-88,-77,-63,-67,-60,-66,-69,-86,-76,-74,-75,A2,105
-76,-76,-70,-71,-58,-61,-58,-48,-52,-73,-65,-73,-70,-55,-62,-54,-45,-53,B67,94
-71,-74,-70,-68,-82,-63,-64,-69,-66,-61,-65,-63,-63,-57,-51,-54,-61,-58,A58,45
-69,-68,-62,-67,-76,-86,-81,-86,-83,-75,-64,-71,-70,-79,-85,-78,-86,-95,B21,68
-76,-77,-69,-66,-64,-73,-64,-67,-61,-77,-83,-77,-82,-80,-79,-70,-60,-62,B74,171
-72,-77,-69,-66,-63,-74,-59,-71,-54,-68,-75,-72,-83,-61,-68,-65,-58,-56,B73,172
